270	aaa	0	2
2204	aaa	0	1
1701	aaa	0	0
2007	aaa	0	1
954	aaa	0	0
971	aaa	0	0
2489	aaa	0	2
2566	aaa	0	1
1505	aaa	0	1
189	aaa	0	2
2086	aaa	0	1
618	aaa	0	2
2259	aaa	0	1
195	aaa	0	2
1706	aaa	0	0
1448	aaa	0	0
221	aaa	0	2
2746	aaa	0	2
1161	aaa	0	0
45	aaa	0	2
1427	aaa	0	1
446	aaa	0	1
1672	aaa	0	0
783	aaa	0	2
2667	aaa	0	2
131	aaa	0	1
743	aaa	0	2
598	aaa	0	2
2361	aaa	0	0
477	aaa	0	1
646	aaa	0	2
2498	aaa	0	2
1902	aaa	0	0
441	aaa	0	1
1479	aaa	0	0
2589	aaa	0	2
1899	aaa	0	0
2040	aaa	0	1
1216	aaa	0	1
1311	aaa	0	1
1512	aaa	0	1
1912	aaa	0	0
1935	aaa	0	0
64	aaa	0	2
1632	aaa	0	0
1461	aaa	0	0
534	aaa	0	2
554	aaa	0	2
2517	aaa	0	2
1387	aaa	0	0
2138	aaa	0	1
705	aaa	0	2
210	aaa	0	2
2588	aaa	0	2
2677	aaa	0	1
2193	aaa	0	1
2009	aaa	0	1
1552	aaa	0	0
447	aaa	0	1
2868	aaa	0	1
1221	aaa	0	1
1171	aaa	0	1
2054	aaa	0	1
2525	aaa	0	2
2320	aaa	0	1
820	aaa	0	0
275	aaa	0	2
229	aaa	0	2
979	aaa	0	0
786	aaa	0	2
2769	aaa	0	2
2809	aaa	0	2
1209	aaa	0	0
2680	aaa	0	1
1707	aaa	0	0
629	aaa	0	2
2668	aaa	0	2
1128	aaa	0	0
211	aaa	0	2
913	aaa	0	0
27	aaa	0	2
2967	aaa	0	2
683	aaa	0	2
2245	aaa	0	1
560	aaa	0	2
2883	aaa	0	1
2118	aaa	0	1
795	aaa	0	2
2198	aaa	0	1
1114	aaa	0	0
2349	aaa	0	0
1779	aaa	0	0
2443	aaa	0	1
2473	aaa	0	2
759	aaa	0	2
2371	aaa	0	0
1815	aaa	0	0
1780	aaa	0	0
2687	aaa	0	2
2742	aaa	0	2
2055	aaa	0	1
1056	aaa	0	0
903	aaa	0	0
165	aaa	0	1
2635	aaa	0	2
2533	aaa	0	2
1631	aaa	0	0
2830	aaa	0	2
1787	aaa	0	0
1894	aaa	0	0
797	aaa	0	2
777	aaa	0	2
613	aaa	0	2
871	aaa	0	0
1854	aaa	0	0
1949	aaa	0	1
499	aaa	0	1
2900	aaa	0	1
1431	aaa	0	1
837	aaa	0	0
2862	aaa	0	1
59	aaa	0	2
2560	aaa	0	1
717	aaa	0	2
396	aaa	0	2
1809	aaa	0	0
2397	aaa	0	0
566	aaa	0	2
1649	aaa	0	0
2568	aaa	0	1
1702	aaa	0	0
1243	aaa	0	0
2241	aaa	0	1
1226	aaa	0	1
1330	aaa	0	1
1234	aaa	0	1
1133	aaa	0	0
781	aaa	0	2
1676	aaa	0	0
1993	aaa	0	1
1166	aaa	0	0
2789	aaa	0	2
1490	aaa	0	0
1201	aaa	0	0
178	aaa	0	2
2461	aaa	0	1
1688	aaa	0	0
2184	aaa	0	1
2994	aaa	0	2
2475	aaa	0	2
1746	aaa	0	0
519	aaa	0	2
2557	aaa	0	1
651	aaa	0	1
462	aaa	0	1
139	aaa	0	1
2151	aaa	0	1
2038	aaa	0	1
344	aaa	0	2
2612	aaa	0	2
2472	aaa	0	2
1791	aaa	0	0
2035	aaa	0	1
2179	aaa	0	1
1369	aaa	0	0
2599	aaa	0	2
2565	aaa	0	1
2240	aaa	0	1
1402	aaa	0	0
2180	aaa	0	1
1789	aaa	0	0
949	aaa	0	0
281	aaa	0	2
278	aaa	0	2
2659	aaa	0	2
851	aaa	0	0
1844	aaa	0	0
3015	aaa	0	2
333	aaa	0	2
2800	aaa	0	2
366	aaa	0	2
156	aaa	0	1
126	aaa	0	2
173	aaa	0	1
608	aaa	0	2
813	aaa	0	0
2670	aaa	0	2
1323	aaa	0	1
353	aaa	0	2
1382	aaa	0	0
1930	aaa	0	0
2451	aaa	0	1
2866	aaa	0	1
3001	aaa	0	2
1557	aaa	0	0
2079	aaa	0	1
988	aaa	0	0
14	aaa	0	2
2540	aaa	0	2
1766	aaa	0	0
2122	aaa	0	1
1228	aaa	0	1
1769	aaa	0	0
696	aaa	0	2
2532	aaa	0	2
2287	aaa	0	1
1103	aaa	0	0
943	aaa	0	0
2153	aaa	0	1
627	aaa	0	2
214	aaa	0	2
1896	aaa	0	0
1006	aaa	0	0
2999	aaa	0	2
1124	aaa	0	0
764	aaa	0	2
1305	aaa	0	1
1414	aaa	0	1
1535	aaa	0	0
41	aaa	0	2
693	aaa	0	2
832	aaa	0	0
1192	aaa	0	0
2333	aaa	0	1
144	aaa	0	1
718	aaa	0	2
680	aaa	0	2
1903	aaa	0	0
2732	aaa	0	2
455	aaa	0	1
2286	aaa	0	1
706	aaa	0	2
942	aaa	0	0
1407	aaa	0	1
2794	aaa	0	2
732	aaa	0	2
1517	aaa	0	1
1388	aaa	0	0
1282	aaa	0	1
1770	aaa	0	0
2664	aaa	0	2
1665	aaa	0	0
2263	aaa	0	1
2754	aaa	0	2
2466	aaa	0	2
2661	aaa	0	2
1711	aaa	0	0
259	aaa	0	2
2871	aaa	0	1
766	aaa	0	2
114	aaa	0	2
854	aaa	0	0
417	aaa	0	2
2383	aaa	0	0
862	aaa	0	0
880	aaa	0	0
1502	aaa	0	1
1059	aaa	0	0
1231	aaa	0	1
2578	aaa	0	2
1304	aaa	0	1
1321	aaa	0	1
1573	aaa	0	0
1096	aaa	0	0
420	aaa	0	2
2966	aaa	0	2
2598	aaa	0	2
295	aaa	0	1
2124	aaa	0	1
93	aaa	0	2
1919	aaa	0	0
1393	aaa	0	0
10	aaa	0	2
241	aaa	0	2
2326	aaa	0	1
1251	aaa	0	0
1727	aaa	0	0
2496	aaa	0	2
1984	aaa	0	1
314	aaa	0	1
1041	aaa	0	0
938	aaa	0	0
2064	aaa	0	1
1397	aaa	0	0
137	aaa	0	1
152	aaa	0	1
2415	aaa	0	1
1500	aaa	0	1
2653	aaa	0	2
1915	aaa	0	0
947	aaa	0	0
7	aaa	0	2
538	aaa	0	2
2485	aaa	0	2
26	aaa	0	2
798	aaa	0	2
2441	aaa	0	1
2920	aaa	0	2
670	aaa	0	1
2569	aaa	0	1
109	aaa	0	2
658	aaa	0	1
100	aaa	0	2
910	aaa	0	0
2710	aaa	0	2
2896	aaa	0	1
2541	aaa	0	2
841	aaa	0	0
272	aaa	0	2
1958	aaa	0	1
2016	aaa	0	1
2494	aaa	0	2
296	aaa	0	1
824	aaa	0	0
1775	aaa	0	0
1225	aaa	0	1
755	aaa	0	2
78	aaa	0	2
1	aaa	0	2
1938	aaa	0	0
787	aaa	0	2
2731	aaa	0	2
1730	aaa	0	0
1784	aaa	0	0
833	aaa	0	0
77	aaa	0	2
673	aaa	0	1
1203	aaa	0	0
2376	aaa	0	0
467	aaa	0	1
2173	aaa	0	1
968	aaa	0	0
923	aaa	0	0
518	aaa	0	2
1485	aaa	0	0
2211	aaa	0	1
1591	aaa	0	0
168	aaa	0	1
47	aaa	0	2
1219	aaa	0	1
43	aaa	0	2
469	aaa	0	1
1960	aaa	0	1
1433	aaa	0	1
2365	aaa	0	0
1395	aaa	0	0
2175	aaa	0	1
2962	aaa	0	2
952	aaa	0	0
311	aaa	0	1
87	aaa	0	2
3000	aaa	0	2
543	aaa	0	2
544	aaa	0	2
122	aaa	0	2
2137	aaa	0	1
39	aaa	0	2
2996	aaa	0	2
2234	aaa	0	1
789	aaa	0	2
2791	aaa	0	2
891	aaa	0	0
1697	aaa	0	0
1493	aaa	0	0
577	aaa	0	2
1887	aaa	0	0
2394	aaa	0	0
2117	aaa	0	1
309	aaa	0	1
1465	aaa	0	0
2840	aaa	0	2
2119	aaa	0	1
682	aaa	0	2
1372	aaa	0	0
1173	aaa	0	1
684	aaa	0	2
1767	aaa	0	0
1294	aaa	0	1
16	aaa	0	2
2210	aaa	0	1
1273	aaa	0	1
1189	aaa	0	1
1150	aaa	0	0
341	aaa	0	2
731	aaa	0	2
689	aaa	0	2
1029	aaa	0	0
2901	aaa	0	1
1691	aaa	0	0
966	aaa	0	0
356	aaa	0	2
2715	aaa	0	2
2873	aaa	0	1
116	aaa	0	2
103	aaa	0	2
2858	aaa	0	1
2556	aaa	0	1
2058	aaa	0	1
2256	aaa	0	1
2422	aaa	0	1
2610	aaa	0	2
196	aaa	0	2
579	aaa	0	2
1991	aaa	0	1
3003	aaa	0	2
216	aaa	0	2
2487	aaa	0	2
1034	aaa	0	0
1111	aaa	0	0
2177	aaa	0	1
1066	aaa	0	0
2825	aaa	0	2
163	aaa	0	1
980	aaa	0	0
753	aaa	0	2
286	aaa	0	2
1627	aaa	0	0
2025	aaa	0	1
1078	aaa	0	0
1871	aaa	0	0
2891	aaa	0	1
548	aaa	0	2
1684	aaa	0	0
346	aaa	0	2
369	aaa	0	2
1170	aaa	0	1
1866	aaa	0	0
1085	aaa	0	0
1076	aaa	0	0
1352	aaa	0	1
2297	aaa	0	1
1186	aaa	0	1
2334	aaa	0	1
1710	aaa	0	0
2864	aaa	0	1
79	aaa	0	2
161	aaa	0	1
1630	aaa	0	0
90	aaa	0	2
1381	aaa	0	0
1280	aaa	0	1
2039	aaa	0	1
1983	aaa	0	1
704	aaa	0	2
2894	aaa	0	1
559	aaa	0	2
2216	aaa	0	1
941	aaa	0	0
2474	aaa	0	2
53	aaa	0	2
2230	aaa	0	1
1857	aaa	0	0
1719	aaa	0	0
811	aaa	0	0
736	aaa	0	2
410	aaa	0	2
2027	aaa	0	1
782	aaa	0	2
1832	aaa	0	0
1195	aaa	0	0
1035	aaa	0	0
580	aaa	0	2
1338	aaa	0	0
119	aaa	0	2
1774	aaa	0	0
2645	aaa	0	2
1269	aaa	0	0
1520	aaa	0	1
28	aaa	0	2
2142	aaa	0	1
2850	aaa	0	1
1417	aaa	0	1
1648	aaa	0	0
2503	aaa	0	2
1661	aaa	0	0
102	aaa	0	2
428	aaa	0	2
2067	aaa	0	1
674	aaa	0	1
494	aaa	0	1
1385	aaa	0	0
892	aaa	0	0
283	aaa	0	2
1981	aaa	0	1
506	aaa	0	1
522	aaa	0	2
842	aaa	0	0
2217	aaa	0	1
872	aaa	0	0
2345	aaa	0	0
2738	aaa	0	2
582	aaa	0	2
1741	aaa	0	0
258	aaa	0	2
2196	aaa	0	1
2100	aaa	0	1
698	aaa	0	2
2523	aaa	0	2
1556	aaa	0	0
313	aaa	0	1
135	aaa	0	1
51	aaa	0	2
1080	aaa	0	0
2874	aaa	0	1
2922	aaa	0	2
785	aaa	0	2
2478	aaa	0	2
1144	aaa	0	0
603	aaa	0	2
65	aaa	0	2
2603	aaa	0	2
2619	aaa	0	2
1107	aaa	0	0
2154	aaa	0	1
3024	aaa	0	2
722	aaa	0	2
2453	aaa	0	1
631	aaa	0	2
372	aaa	0	2
1371	aaa	0	0
771	aaa	0	2
873	aaa	0	0
357	aaa	0	2
2212	aaa	0	1
304	aaa	0	1
1344	aaa	0	1
2303	aaa	0	1
82	aaa	0	2
1869	aaa	0	0
2112	aaa	0	1
542	aaa	0	2
1301	aaa	0	1
746	aaa	0	2
2337	aaa	0	1
860	aaa	0	0
2228	aaa	0	1
2350	aaa	0	0
1439	aaa	0	1
1586	aaa	0	0
1125	aaa	0	0
62	aaa	0	2
2849	aaa	0	1
172	aaa	0	1
360	aaa	0	2
516	aaa	0	2
1756	aaa	0	0
1973	aaa	0	1
2756	aaa	0	2
763	aaa	0	2
630	aaa	0	2
901	aaa	0	0
1246	aaa	0	0
1265	aaa	0	0
3016	aaa	0	2
2323	aaa	0	1
2018	aaa	0	1
2370	aaa	0	0
2218	aaa	0	1
155	aaa	0	1
597	aaa	0	2
681	aaa	0	2
1181	aaa	0	1
2571	aaa	0	2
1953	aaa	0	1
1933	aaa	0	0
2504	aaa	0	2
1792	aaa	0	0
160	aaa	0	1
1782	aaa	0	0
1562	aaa	0	0
386	aaa	0	2
2725	aaa	0	2
1202	aaa	0	0
2737	aaa	0	2
675	aaa	0	1
193	aaa	0	2
2712	aaa	0	2
433	aaa	0	2
1463	aaa	0	0
1477	aaa	0	0
487	aaa	0	1
1257	aaa	0	0
1373	aaa	0	0
2085	aaa	0	1
2796	aaa	0	2
1581	aaa	0	0
2631	aaa	0	2
654	aaa	0	1
496	aaa	0	1
1007	aaa	0	0
445	aaa	0	1
907	aaa	0	0
803	aaa	0	0
1449	aaa	0	0
58	aaa	0	2
1438	aaa	0	1
404	aaa	0	2
1982	aaa	0	1
1596	aaa	0	0
2060	aaa	0	1
461	aaa	0	1
1501	aaa	0	1
1595	aaa	0	0
